Constituency ID,State ID,State,Parliament Constituency,Constituency Name (short),Const No,Constituency Name (long),Status,Winning Candidate,Winning Party,Winning Party ID,Winner Votes,Winner Vote Share,RunnerUp Candidate,RunnerUp Party,RunnerUp Votes,Margin,Total Votes Polled,Num Candidates,Country
S1334,S13,Maharashtra,PUNE(34),Pune,34,PUNE,Result Declared,MURLIDHAR MOHOL,Bharatiya Janata Party - BJP,369,584728,0.529370652,DHANGEKAR RAVINDRA HEMRAJ,Indian National Congress,461690,123038,1104572,36,India
S248,S24,Uttar Pradesh,SAMBHAL(8),Sambhal,8,SAMBHAL,Result Declared,ZIA UR REHMAN,Samajwadi Party - SP,1680,571161,0.477965795,PARMESHWAR LAL SAINI,Bharatiya Janata Party,449667,121494,1194983,13,India
S1343,S13,Maharashtra,MADHA(43),Madha,43,MADHA,Result Declared,MOHITE-PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party Sharadchandra Pawar - NCPSP,3620,622213,0.488616464,RANJEETSINGH HINDURAO NAIK NIMBALKAR,Bharatiya Janata Party,501376,120837,1273418,33,India
S278,S27,Jharkhand,RANCHI(8),Ranchi,8,RANCHI,Result Declared,SANJAY SETH,Bharatiya Janata Party - BJP,369,664732,0.459138502,YASHASWINI SAHAY,Indian National Congress,544220,120512,1447781,28,India
S183,S18,Odisha,SAMBALPUR(3),Sambalpur,3,SAMBALPUR,Result Declared,DHARMENDRA PRADHAN,Bharatiya Janata Party - BJP,369,592162,0.49480968,PRANAB PRAKASH DAS,Biju Janata Dal,472326,119836,1196747,15,India
S2017,S20,Rajasthan,BARMER(17),BARMER,17,BARMER,Result Declared,UMMEDA RAM BENIWAL,Indian National Congress - INC,742,704676,0.417449473,RAVINDRA SINGH BHATI,Independent,586500,118176,1688051,12,India
S2220,S22,Tamil Nadu,COIMBATORE(20),COIMBATORE,20,COIMBATORE,Result Declared,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam - DMK,582,568200,0.413888652,ANNAMALAI K,Bharatiya Janata Party,450132,118068,1372833,38,India
S259,S25,West Bengal,JANGIPUR(9),Jangipur,9,JANGIPUR,Result Declared,KHALILUR RAHAMAN,All India Trinamool Congress - AITC,140,544427,0.397498454,MURTOJA HOSSAIN BOKUL,Indian National Congress,427790,116637,1369633,15,India
S051,S05,Goa,NORTHGOA(1),North Goa,1,NORTHGOA,Result Declared,SHRIPAD YESSO NAIK,Bharatiya Janata Party - BJP,369,257326,0.564289129,RAMAKANT KHALAP,Indian National Congress,141311,116015,456018,9,India
S2016,S20,Rajasthan,JODHPUR(16),JODHPUR,16,JODHPUR,Result Declared,GAJENDRA SINGH SHEKHAWAT,Bharatiya Janata Party - BJP,369,730056,0.527558862,KARAN SINGH UCHIYARDA,Indian National Congress,614379,115677,1383838,16,India
S2468,S24,Uttar Pradesh,LALGANJ(68),Lalganj,68,LALGANJ,Result Declared,DAROGA PRASAD SAROJ,Samajwadi Party - SP,1680,439959,0.438451603,NEELAM SONKER,Bharatiya Janata Party,324936,115023,1003438,8,India
S113,S11,Kerala,VADAKARA(3),Vadakara,3,VADAKARA,Result Declared,SHAFI PARAMBIL,Indian National Congress - INC,742,557528,0.496486477,K K SHAILAJA TEACHER,Communist Party of India  (Marxist),443022,114506,1122947,11,India
S2517,S25,West Bengal,BARASAT(17),Barasat,17,BARASAT,Result Declared,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress - AITC,140,692010,0.451526523,SWAPAN MAJUMDER,Bharatiya Janata Party,577821,114189,1532601,13,India
S1216,S12,Madhya Pradesh,CHHINDWARA(16),CHHINDWARA,16,CHHINDWARA,Result Declared,BUNTY VIVEK SAHU,Bharatiya Janata Party - BJP,369,644738,0.494117611,NAKUL KAMALNATH,Indian National Congress,531120,113618,1304827,16,India
S1320,S13,Maharashtra,DINDORI(20),Dindori,20,DINDORI,Result Declared,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party Sharadchandra Pawar - NCPSP,3620,577339,0.465254531,DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party,464140,113199,1240910,11,India
S0440,S04,Bihar,JAMUI(40),Jamui,40,JAMUI,Result Declared,ARUN BHARTI,Lok Janshakti Party(Ram Vilas) - LJPRV,3165,509046,0.519841549,ARCHANA KUMARI,Rashtriya Janata Dal,396564,112482,979233,8,India
S0117,S01,Andhra Pradesh,NANDYAL(17),Nandyal,17,NANDYAL,Result Declared,DR BYREDDY SHABARI,Telugu Desam - TDP,1745,701131,0.499232422,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,589156,111975,1404418,32,India
S0118,S01,Andhra Pradesh,KURNOOLU(18),Kurnoolu,18,KURNOOLU,Result Declared,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam - TDP,1745,658914,0.495133681,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,547616,111298,1330780,20,India
S1318,S13,Maharashtra,JALNA(18),Jalna,18,JALNA,Result Declared,KALYAN VAIJINATHRAO KALE,Indian National Congress - INC,742,607897,0.445865474,DANVE RAOSAHEB DADARAO,Bharatiya Janata Party,497939,109958,1363409,27,India
S141,S14,Manipur,INNERMANIPUR(1),Inner Manipur,1,INNERMANIPUR,Result Declared,ANGOMCHA BIMOL AKOIJAM,Indian National Congress - INC,742,374017,0.469341709,THOUNAOJAM BASANTA KUMAR SINGH,Bharatiya Janata Party,264216,109801,796897,7,India
S294,S29,Telangana,NIZAMABAD(4),Nizamabad,4,NIZAMABAD,Result Declared,ARVIND DHARMAPURI,Bharatiya Janata Party - BJP,369,592318,0.480161416,JEEVANREDDY THATIPARTHI,Indian National Congress,483077,109241,1233581,30,India
S112,S11,Kerala,KANNUR(2),Kannur,2,KANNUR,Result Declared,K. SUDHAKARAN,Indian National Congress - INC,742,518524,0.487401009,M.V. JAYARAJAN,Communist Party of India  (Marxist),409542,108982,1063855,13,India
S1315,S13,Maharashtra,HINGOLI(15),Hingoli,15,HINGOLI,Result Declared,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey) - SHSUBT,3369,492535,0.424855516,BABURAO KADAM KOHALIKAR,Shiv Sena,383933,108602,1159300,34,India
S0435,S04,Bihar,KARAKAT(35),Karakat,35,KARAKAT,Result Declared,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),545,380581,0.368916595,PAWAN SINGH,Independent,274723,105858,1031618,14,India
S246,S24,Uttar Pradesh,MORADABAD(6),Moradabad,6,MORADABAD,Result Declared,RUCHI VIRA,Samajwadi Party - SP,1680,637363,0.496703905,KUNWAR SARVESH KUMAR,Bharatiya Janata Party,531601,105762,1283185,13,India
S0426,S04,Bihar,BHAGALPUR(26),Bhagalpur,26,BHAGALPUR,Result Declared,AJAY KUMAR MANDAL,Janata Dal  (United) - JD(U),805,536031,0.503750184,AJEET SHARMA,Indian National Congress,431163,104868,1064081,13,India
S1817,S18,Odisha,PURI(17),Puri,17,PURI,Result Declared,SAMBIT PATRA,Bharatiya Janata Party - BJP,369,629330,0.52578329,ARUP MOHAN PATNAIK,Biju Janata Dal,524621,104709,1196938,8,India
S2450,S24,Uttar Pradesh,KAUSHAMBI(50),Kaushambi,50,KAUSHAMBI,Result Declared,PUSHPENDRA SAROJ,Samajwadi Party - SP,1680,509787,0.505075154,VINOD KUMAR SONKAR,Bharatiya Janata Party,405843,103944,1009329,11,India
S1214,S12,Madhya Pradesh,MANDLA(14),MANDLA,14,MANDLA,Result Declared,FAGGAN SINGH KULASTE,Bharatiya Janata Party - BJP,369,751375,0.489293659,OMKAR SINGH MARKAM,Indian National Congress,647529,103846,1535632,15,India
S0427,S04,Bihar,BANKA(27),Banka,27,BANKA,Result Declared,GIRIDHARI YADAV,Janata Dal  (United) - JD(U),805,506678,0.499606076,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal,402834,103844,1014155,11,India
S2227,S22,Tamil Nadu,CHIDAMBARAM(27),CHIDAMBARAM,27,CHIDAMBARAM,Result Declared,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi - VCK,1847,505084,0.432779154,CHANDRAHASAN M,All India Anna Dravida Munnetra Kazhagam,401530,103554,1167071,15,India
S2464,S24,Uttar Pradesh,GORAKHPUR(64),Gorakhpur,64,GORAKHPUR,Result Declared,RAVINDRA SHUKLA ALIAS RAVI KISHAN,Bharatiya Janata Party - BJP,369,585834,0.507473495,KAJAL NISHAD,Samajwadi Party,482308,103526,1154413,14,India
S0419,S04,Bihar,MAHARAJGANJ(19),Maharajganj,19,MAHARAJGANJ,Result Declared,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party - BJP,369,529533,0.522165763,AAKASH KUMAR SINGH,Indian National Congress,426882,102651,1014109,6,India
S2446,S24,Uttar Pradesh,JHANSI(46),Jhansi,46,JHANSI,Result Declared,ANURAG SHARMA,Bharatiya Janata Party - BJP,369,690316,0.500045635,"PRADEEP JAIN ""ADITYA""",Indian National Congress,587702,102614,1380506,11,India
S273,S27,Jharkhand,GODDA(3),Godda,3,GODDA,Result Declared,NISHIKANT DUBEY,Bharatiya Janata Party - BJP,369,693140,0.495735958,PRADEEP YADAV,Indian National Congress,591327,101813,1398204,20,India
S0438,S04,Bihar,GAYA(38),Gaya,38,GAYA,Result Declared,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular) - HAMS,664,494960,0.51361661,KUMAR SARVJEET,Rashtriya Janata Dal,393148,101812,963676,15,India
S2461,S24,Uttar Pradesh,BASTI(61),Basti,61,BASTI,Result Declared,RAM PRASAD CHAUDHARY,Samajwadi Party - SP,1680,527005,0.486674301,HARISH CHANDRA ALIAS HARISH DWIVEDI,Bharatiya Janata Party,426011,100994,1082870,10,India
S021,S02,Arunachal Pradesh,ARUNACHALWEST(1),Arunachal West,1,ARUNACHALWEST,Result Declared,KIREN RIJIJU,Bharatiya Janata Party - BJP,369,205417,0.513794259,NABAM TUKI,Indian National Congress,104679,100738,399804,9,India
S111,S11,Kerala,KASARAGOD(1),Kasaragod,1,KASARAGOD,Result Declared,RAJMOHAN UNNITHAN,Indian National Congress - INC,742,490659,0.441023562,M.V BALAKRISHNAN MASTER,Communist Party of India  (Marxist),390010,100649,1112546,10,India
S1344,S13,Maharashtra,SANGLI(44),Sangli,44,SANGLI,Result Declared,VISHAL (DADA) PRAKASHBAPU PATIL,Independent - IND,743,571666,0.4891285,SANJAY (KAKA) PATIL,Bharatiya Janata Party,471613,100053,1168744,21,India
S1819,S18,Odisha,ASKA(19),Aska,19,ASKA,Result Declared,ANITA SUBHADARSHINI,Bharatiya Janata Party - BJP,369,494226,0.485528247,RANJITA SAHU,Biju Janata Dal,394252,99974,1017914,8,India
S2473,S24,Uttar Pradesh,JAUNPUR(73),Jaunpur,73,JAUNPUR,Result Declared,BABU SINGH KUSHWAHA,Samajwadi Party - SP,1680,509130,0.462094341,KRIPASHANKAR SINGH,Bharatiya Janata Party,409795,99335,1101788,15,India
S109,S10,Karnataka,BELLARY(9),Bellary,9,BELLARY,Result Declared,E. TUKARAM,Indian National Congress - INC,742,730845,0.525820303,B. SREERAMULU,Bharatiya Janata Party,631853,98992,1389914,11,India
S2010,S20,Rajasthan,KARAULI-DHOLPUR(10),KARAULI-DHOLPUR,10,KARAULI-DHOLPUR,Result Declared,BHAJAN LAL JATAV,Indian National Congress - INC,742,530011,0.536382147,INDU DEVI,Bharatiya Janata Party,431066,98945,988122,5,India
S041,S04,Bihar,VALMIKINAGAR(1),Valmiki Nagar,1,VALMIKINAGAR,Result Declared,SUNIL KUMAR,Janata Dal  (United) - JD(U),805,523422,0.475047875,DEEPAK YADAV,Rashtriya Janata Dal,424747,98675,1101830,11,India
S1011,S10,Karnataka,DHARWAD(11),Dharwad,11,DHARWAD,Result Declared,PRALHAD JOSHI,Bharatiya Janata Party - BJP,369,716231,0.524138834,VINOD ASOOTI,Indian National Congress,618907,97324,1366491,18,India
S184,S18,Odisha,KEONJHAR(4),Keonjhar,4,KEONJHAR,Result Declared,ANANTA NAYAK,Bharatiya Janata Party - BJP,369,573923,0.45672143,DHANURJAYA SIDU,Biju Janata Dal,476881,97042,1256615,12,India
S1333,S13,Maharashtra,MAVAL(33),Maval,33,MAVAL,Result Declared,SHRIRANG APPA CHANDU BARNE,Shiv Sena - SHS,3529,692832,0.488115762,SANJOG BHIKU WAGHERE PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),596217,96615,1419401,34,India
S1314,S13,Maharashtra,YAVATMAL-WASHIM(14),Yavatmal- Washim,14,YAVATMAL-WASHIM,Result Declared,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey) - SHSUBT,3369,594807,0.485346748,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,500334,94473,1225530,18,India
S2912,S29,Telangana,NAGARKURNOOL(12),Nagarkurnool,12,NAGARKURNOOL,Result Declared,DR.MALLU RAVI,Indian National Congress - INC,742,465072,0.381449497,BHARATH  PRASAD POTHUGANTI,Bharatiya Janata Party,370658,94414,1219223,20,India
U053,U05,Delhi,EASTDELHI(3),East Delhi,3,EASTDELHI,Result Declared,HARSH MALHOTRA,Bharatiya Janata Party - BJP,369,664819,0.52594401,KULDEEP KUMAR (MONU),Aam Aadmi Party,571156,93663,1264049,21,India
S0418,S04,Bihar,SIWAN(18),Siwan,18,SIWAN,Result Declared,VIJAYLAKSHMI DEVI,Janata Dal  (United) - JD(U),805,386508,0.38727558,HENA SHAHAB,Independent,293651,92857,998018,14,India
S2524,S25,West Bengal,KOLKATAUTTAR(24),Kolkata Uttar,24,KOLKATAUTTAR,Result Declared,BANDYOPADHYAY SUDIP,All India Trinamool Congress - AITC,140,454696,0.474416052,TAPAS ROY,Bharatiya Janata Party,362136,92560,958433,16,India
S2462,S24,Uttar Pradesh,SANTKABIRNAGAR(62),Sant Kabir Nagar,62,SANTKABIRNAGAR,Result Declared,LAXMIKANT PAPPU NISHAD,Samajwadi Party - SP,1680,498695,0.457014375,PRAVIN KUMAR NISHAD,Bharatiya Janata Party,406525,92170,1091202,12,India
S187,S18,Odisha,BHADRAK(7),Bhadrak,7,BHADRAK,Result Declared,AVIMANYU SETHI,Bharatiya Janata Party - BJP,369,573319,0.441906246,MANJULATA MANDAL,Biju Janata Dal,481775,91544,1297377,9,India
S084,S08,Himachal Pradesh,SHIMLA(4),SHIMLA,4,SHIMLA,Result Declared,Suresh Kumar Kashyap,Bharatiya Janata Party - BJP,369,519748,0.535842015,Vinod Sultanpuri,Indian National Congress,428297,91451,969965,6,India
S101,S10,Karnataka,CHIKKODI(1),Chikkodi,1,CHIKKODI,Result Declared,PRIYANKA SATISH JARKIHOLI,Indian National Congress - INC,742,713461,0.512141688,ANNASAHEB SHANKAR JOLLE,Bharatiya Janata Party,622627,90834,1393093,19,India
S291,S29,Telangana,ADILABAD(1),Adilabad,1,ADILABAD,Result Declared,GODAM NAGESH,Bharatiya Janata Party - BJP,369,568168,0.459832777,ATHRAM SUGUNA,Indian National Congress,477516,90652,1235597,13,India
S0616,S06,Gujarat,ANAND(16),Anand,16,ANAND,Result Declared,MITESH PATEL (BAKABHAI),Bharatiya Janata Party - BJP,369,612484,0.524400904,AMIT CHAVDA,Indian National Congress,522545,89939,1167969,8,India
S2430,S24,Uttar Pradesh,SITAPUR(30),Sitapur,30,SITAPUR,Result Declared,RAKESH RATHOR,Indian National Congress - INC,742,531138,0.481969846,RAJESH VERMA,Bharatiya Janata Party,441497,89641,1102015,9,India
S0416,S04,Bihar,VAISHALI(16),Vaishali,16,VAISHALI,Result Declared,VEENA DEVI,Lok Janshakti Party(Ram Vilas) - LJPRV,3165,567043,0.483800317,VIJAY KUMAR SHUKLA,Rashtriya Janata Dal,477409,89634,1172060,16,India
U051,U05,Delhi,CHANDNICHOWK(1),Chandni Chowk,1,CHANDNICHOWK,Result Declared,PRAVEEN KHANDELWAL,Bharatiya Janata Party - BJP,369,516496,0.534618498,JAI PRAKASH AGARWAL,Indian National Congress,427171,89325,966102,26,India
S2420,S24,Uttar Pradesh,FIROZABAD(20),Firozabad,20,FIROZABAD,Result Declared,AKSHAYA YADAV,Samajwadi Party - SP,1680,543037,0.490417196,VISHWADEEP SINGH,Bharatiya Janata Party,453725,89312,1107296,8,India
S043,S04,Bihar,PURVICHAMPARAN(3),Purvi Champaran,3,PURVICHAMPARAN,Result Declared,RADHA MOHAN SINGH,Bharatiya Janata Party - BJP,369,542193,0.504981894,DR RAJESH KUMAR,Vikassheel Insaan Party,453906,88287,1073688,13,India
S201,S20,Rajasthan,GANGANAGAR(1),GANGANAGAR,1,GANGANAGAR,Result Declared,KULDEEP INDORA,Indian National Congress - INC,742,726492,0.513968931,PRIYANKA BALAN MEGHWAL,Bharatiya Janata Party,638339,88153,1413494,10,India
S1812,S18,Odisha,NABARANGPUR(12),Nabarangpur,12,NABARANGPUR,Result Declared,BALABHADRA MAJHI,Bharatiya Janata Party - BJP,369,481396,0.387449244,PRADEEP KUMAR MAJHI,Biju Janata Dal,393860,87536,1242475,5,India
S247,S24,Uttar Pradesh,RAMPUR(7),Rampur,7,RAMPUR,Result Declared,MOHIBBULLAH,Samajwadi Party - SP,1680,481503,0.497379863,GHANSHYAM SINGH LODHI,Bharatiya Janata Party,394069,87434,968079,7,India
S1114,S11,Kerala,KOTTAYAM(14),Kottayam,14,KOTTAYAM,Result Declared,ADV K FRANCIS GEORGE,Kerala Congress - KEC,911,364631,0.43604517,THOMAS CHAZHIKADAN,Kerala Congress  (M),277365,87266,836223,15,India
S253,S25,West Bengal,JALPAIGURI(3),Jalpaiguri,3,JALPAIGURI,Result Declared,DR JAYANTA KUMAR ROY,Bharatiya Janata Party - BJP,369,766568,0.485664814,NIRMAL CHANDRA ROY,All India Trinamool Congress,679875,86693,1578389,13,India
S0622,S06,Gujarat,BHARUCH(22),Bharuch,22,BHARUCH,Result Declared,MANSUKHBHAI DHANJIBHAI VASAVA,Bharatiya Janata Party - BJP,369,608157,0.507235413,CHAITARBHAI DAMJIBHAI VASAVA,Aam Aadmi Party,522461,85696,1198964,14,India
S142,S14,Manipur,OUTERMANIPUR(2),Outer Manipur,2,OUTERMANIPUR,Result Declared,ALFRED KANNGAM S ARTHUR,Indian National Congress - INC,742,384954,0.483164415,KACHUI TIMOTHY ZIMIK,Naga Peoples Front,299536,85418,796735,5,India
S0431,S04,Bihar,PATLIPUTRA(31),Patliputra,31,PATLIPUTRA,Result Declared,MISHA BHARTI,Rashtriya Janata Dal - RJD,1420,613283,0.498563937,RAM KRIPAL YADAV,Bharatiya Janata Party,528109,85174,1230099,23,India
S2510,S25,West Bengal,BAHARAMPUR(10),Baharampur,10,BAHARAMPUR,Result Declared,PATHAN YUSUF,All India Trinamool Congress - AITC,140,524516,0.378774815,ADHIR RANJAN CHOWDHURY,Indian National Congress,439494,85022,1384770,16,India
S129,S12,Madhya Pradesh,SATNA(9),SATNA,9,SATNA,Result Declared,GANESH SINGH,Bharatiya Janata Party - BJP,369,459728,0.434126681,DABBU SIDDHARTH SUKHLAL KUSHWAHA,Indian National Congress,374779,84949,1058972,20,India
S191,S19,Punjab,GURDASPUR(1),Gurdaspur,1,GURDASPUR,Result Declared,SUKHJINDER SINGH RANDHAWA,Indian National Congress - INC,742,364043,0.337756744,DINESH SINGH BABBU,Bharatiya Janata Party,281182,82861,1077826,27,India
S1332,S13,Maharashtra,RAIGAD(32),Raigad,32,RAIGAD,Result Declared,TATKARE SUNIL DATTATREY,Nationalist Congress Party - NCP,1142,508352,0.501693524,ANANT GEETE,Shiv Sena (Uddhav Balasaheb Thackrey),425568,82784,1013272,14,India
S2465,S24,Uttar Pradesh,KUSHINAGAR(65),Kushi Nagar,65,KUSHINAGAR,Result Declared,VIJAY KUMAR DUBAY,Bharatiya Janata Party - BJP,369,516345,0.477883502,AJAY PRATAP SINGH URF PINTU SAITHWAR,Samajwadi Party,434555,81790,1080483,10,India
S138,S13,Maharashtra,WARDHA(8),Wardha,8,WARDHA,Result Declared,AMAR SHARADRAO KALE,Nationalist Congress Party Sharadchandra Pawar - NCPSP,3620,533106,0.486849459,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,451458,81648,1095012,25,India
S0424,S04,Bihar,BEGUSARAI(24),Begusarai,24,BEGUSARAI,Result Declared,GIRIRAJ SINGH,Bharatiya Janata Party - BJP,369,649331,0.501540543,ABDHESH KUMAR ROY,Communist Party of India,567851,81480,1294673,11,India
S276,S27,Jharkhand,GIRIDIH(6),Giridih,6,GIRIDIH,Result Declared,CHANDRA PRAKASH CHOUDHARY,AJSU Party - AJSUP,160,451139,0.356678708,MATHURA PRASAD MAHATO,Jharkhand Mukti Morcha,370259,80880,1264833,17,India
S0428,S04,Bihar,MUNGER(28),Munger,28,MUNGER,Result Declared,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United) - JD(U),805,550146,0.482973555,KUMARI ANITA,Rashtriya Janata Dal,469276,80870,1139081,13,India
S211,S21,Sikkim,SIKKIM(1),Sikkim,1,SIKKIM,Result Declared,INDRA HANG SUBBA,Sikkim Krantikari Morcha - SKM,1658,164396,0.427121304,BHARAT BASNETT,Citizen Action Party-Sikkim,83566,80830,384893,15,India
S106,S10,Karnataka,RAICHUR(6),Raichur,6,RAICHUR,Result Declared,G. KUMAR NAIK.,Indian National Congress - INC,742,670966,0.516279002,RAJA AMARESHWARA NAIK.,Bharatiya Janata Party,591185,79781,1299619,9,India
S0437,S04,Bihar,AURANGABAD(37),Aurangabad,37,AURANGABAD,Result Declared,ABHAY KUMAR SINHA,Rashtriya Janata Dal - RJD,1420,465567,0.492205142,SUSHIL KUMAR SINGH,Bharatiya Janata Party,386456,79111,945880,10,India
U054,U05,Delhi,NEWDELHI(4),New Delhi,4,NEWDELHI,Result Declared,BANSURI SWARAJ,Bharatiya Janata Party - BJP,369,453185,0.534751755,SOMNATH BHARTI,Aam Aadmi Party,374815,78370,847468,18,India
S2530,S25,West Bengal,TAMLUK(30),Tamluk,30,TAMLUK,Result Declared,ABHIJIT GANGOPADHYAY,Bharatiya Janata Party - BJP,369,765584,0.485370429,DEBANGSHU BHATTACHARYA,All India Trinamool Congress,687851,77733,1577319,10,India
S257,S25,West Bengal,MALDAHAUTTAR(7),Maldaha Uttar,7,MALDAHAUTTAR,Result Declared,KHAGEN MURMU,Bharatiya Janata Party - BJP,369,527023,0.371774188,PRASUN BANERJEE,All India Trinamool Congress,449315,77708,1417589,16,India
S104,S10,Karnataka,BIJAPUR(4),Bijapur,4,BIJAPUR,Result Declared,RAMESH JIGAJINAGI,Bharatiya Janata Party - BJP,369,672781,0.519075483,RAJU ALAGUR.,Indian National Congress,595552,77229,1296114,9,India
S2528,S25,West Bengal,HOOGHLY(28),Hooghly,28,HOOGHLY,Result Declared,RACHNA BANERJEE,All India Trinamool Congress - AITC,140,702744,0.463089889,LOCKET CHATTERJEE,Bharatiya Janata Party,625891,76853,1517511,13,India
S139,S13,Maharashtra,RAMTEK(9),Ramtek,9,RAMTEK,Result Declared,Shyamkumar (Babalu) Daulat Barve,Indian National Congress - INC,742,613025,0.489436429,RAJU DEONATH PARVE,Shiv Sena,536257,76768,1252512,29,India
S2458,S24,Uttar Pradesh,SHRAWASTI(58),Shrawasti,58,SHRAWASTI,Result Declared,RAM SHIROMANI VERMA,Samajwadi Party - SP,1680,511055,0.488333805,SAKET MISRA,Bharatiya Janata Party,434382,76673,1046528,13,India
S189,S18,Odisha,DHENKANAL(9),Dhenkanal,9,DHENKANAL,Result Declared,RUDRA NARAYAN PANY,Bharatiya Janata Party - BJP,369,598721,0.502420547,ABINASH SAMAL,Biju Janata Dal,522154,76567,1191673,11,India
S0124,S01,Andhra Pradesh,RAJAMPET(24),Rajampet,24,RAJAMPET,Result Declared,P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party - YSRCP,1888,644844,0.483776077,NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,568773,76071,1332939,19,India
S252,S25,West Bengal,ALIPURDUARS(2),Alipurduars,2,ALIPURDUARS,Result Declared,MANOJ TIGGA,Bharatiya Janata Party - BJP,369,695314,0.489179246,PRAKASH CHIK BARAIK,All India Trinamool Congress,619867,75447,1421389,12,India
S118,S11,Kerala,PALAKKAD(8),Palakkad,8,PALAKKAD,Result Declared,V K SREEKANDAN,Indian National Congress - INC,742,421169,0.406598149,A VIJAYARAGHAVAN,Communist Party of India  (Marxist),345886,75283,1035836,11,India
S079,S07,Haryana,GURGAON(9),GURGAON,9,GURGAON,Result Declared,RAO INDERJIT SINGH,Bharatiya Janata Party - BJP,369,808336,0.504821288,RAJ BABBAR,Indian National Congress,733257,75079,1601232,24,India
S082,S08,Himachal Pradesh,MANDI(2),MANDI,2,MANDI,Result Declared,KANGNA RANAUT,Bharatiya Janata Party - BJP,369,537022,0.528663825,VIKRAMADITYA SINGH,Indian National Congress,462267,74755,1015810,11,India
S1110,S11,Kerala,THRISSUR(10),Thrissur,10,THRISSUR,Result Declared,SURESH GOPI,Bharatiya Janata Party - BJP,369,412338,0.377987966,ADV V S SUNILKUMAR,Communist Party of India,337652,74686,1090876,10,India
S1342,S13,Maharashtra,SOLAPUR(42),Solapur,42,SOLAPUR,Result Declared,PRANITI SUSHILKUMAR SHINDE,Indian National Congress - INC,742,620225,0.514929617,RAM VITTHAL SATPUTE,Bharatiya Janata Party,546028,74197,1204485,22,India
S2514,S25,West Bengal,BANGAON(14),Bangaon,14,BANGAON,Result Declared,SHANTANU THAKUR,Bharatiya Janata Party - BJP,369,719505,0.481884097,BISWAJIT DAS S/O LATE BIJAY KRISHNA DAS,All India Trinamool Congress,645812,73693,1493108,16,India
S205,S20,Rajasthan,SIKAR(5),SIKAR,5,SIKAR,Result Declared,AMRARAM,Communist Party of India  (Marxist) - CPI(M),547,659300,0.506820125,SUMEDHANAND SARASWATI,Bharatiya Janata Party,586404,72896,1300856,15,India
S203,S20,Rajasthan,CHURU(3),CHURU,3,CHURU,Result Declared,RAHUL KASWAN,Indian National Congress - INC,742,728211,0.511152603,DEVENDRA JHAJHARIA,Bharatiya Janata Party,655474,72737,1424645,14,India
S1028,S10,Karnataka,KOLAR(28),Kolar,28,KOLAR,Result Declared,M. MALLESH BABU,Janata Dal  (Secular) - JD(S),804,691481,0.510232227,K V GOWTHAM,Indian National Congress,620093,71388,1355228,19,India
S2448,S24,Uttar Pradesh,BANDA(48),Banda,48,BANDA,Result Declared,KRISHNA DEVI SHIVSHANKER PATEL,Samajwadi Party - SP,1680,406567,0.38938276,R. K. SINGH PATEL,Bharatiya Janata Party,335357,71210,1044132,13,India
S2213,S22,Tamil Nadu,VILUPPURAM(13),VILUPPURAM,13,VILUPPURAM,Result Declared,RAVIKUMAR. D,Viduthalai Chiruthaigal Katchi - VCK,1847,477033,0.413851529,BHAGYARAJ. J,All India Anna Dravida Munnetra Kazhagam,406330,70703,1152667,18,India
S2516,S25,West Bengal,DUMDUM(16),Dum dum,16,DUMDUM,Result Declared,SOUGATA RAY,All India Trinamool Congress - AITC,140,528579,0.419491828,SILBHADRA DATTA,Bharatiya Janata Party,457919,70660,1260046,15,India
S2215,S22,Tamil Nadu,SALEM(15),SALEM,15,SALEM,Result Declared,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam - DMK,582,566085,0.43383347,VIGNESH P,All India Anna Dravida Munnetra Kazhagam,495728,70357,1304844,26,India
S2434,S24,Uttar Pradesh,MOHANLALGANJ(34),Mohanlalganj,34,MOHANLALGANJ,Result Declared,R.K. CHAUDHARY,Samajwadi Party - SP,1680,667869,0.484858275,KAUSHAL KISHORE,Bharatiya Janata Party,597577,70292,1377452,12,India
